conversation_id,utterance_id,speaker,history,utterance,emotion,visual,audio,Sr No.,Season,Episode,StartTime,EndTime,image,audio_path
246,11,Joey,"Joey: Well, how-how come?
Tour Guide: That's just the way it is.
Joey: That's crazy.
Tour Guide: Maybe it's crazy in a perfect world, a world without lab coats and blazers, but you not in a perfect world, you in a museum now.
Tour Guide: See that scientist in the classes, he and I used to play together all the time in grade school, but now Peter!
Tour Guide: Hey, Peter!
Tour Guide: It's me Rhonda!
Tour Guide: From PS-129!
Tour Guide: I shared my puddin' which you man!
Tour Guide: I gave you my
Joey: I-I think everybody's pretending they don't hear you.","Anyway, look, I don't know about you and your jackets and your separate tables, but Ross is one of my best friends, and if I save him a seat, I'm telling you, he",neutral,"'Unknown: Slightly furrowed brow, downturned mouth, appearing contemplative or disheartened'","Fundamental Frequency: The fundamental frequency appears to be in a moderate to slightly low range, suggesting a generally stable and grounded pitch. There are no dramatic shifts or sudden jumps in pitch, indicating a relatively smooth vocal contour. The pitch seems to be used effectively for clear articulation, without excessive exaggeration, giving an overall impression of a conversational and measured tone.; Loudness / Energy: The loudness and vocal energy are at a consistent, moderate level, suitable for a conversational setting. The energy doesn't fluctuate drastically, implying a controlled and steady delivery. There are no significant moments of increased emphasis or sudden drops in volume, suggesting a balanced vocal presence without notable dynamic range.; Speaking Rate and Pauses: The speaking rate is moderate, neither rushed nor excessively slow. The speaker articulates words clearly with a natural rhythm. There are a few brief pauses, which seem to serve as natural breaks for breath or thought, contributing to the overall clarity and comprehensibility of the speech rather than interrupting the flow.; Voice Quality Features: The voice quality sounds clear and smooth, without any prominent signs of breathiness, strain, or hoarseness. The vocal production appears relaxed and well-supported, suggesting a healthy and natural voice. There are no noticeable rough textures or tightness, contributing to an overall pleasant and easily understood vocal delivery.",2453,4,11,"00:11:22,348","00:11:31,147",/kaggle/input/video-frames-v1/preprocessed_frames/test/246_11/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia246_utt11.wav
246,12,Ross,"Joey: Well, how-how come?
Tour Guide: That's just the way it is.
Joey: That's crazy.
Tour Guide: Maybe it's crazy in a perfect world, a world without lab coats and blazers, but you not in a perfect world, you in a museum now.
Tour Guide: See that scientist in the classes, he and I used to play together all the time in grade school, but now Peter!
Tour Guide: Hey, Peter!
Tour Guide: It's me Rhonda!
Tour Guide: From PS-129!
Tour Guide: I shared my puddin' which you man!
Tour Guide: I gave you my
Joey: I-I think everybody's pretending they don't hear you.
Joey: Anyway, look, I don't know about you and your jackets and your separate tables, but Ross is one of my best friends, and if I save him a seat, I'm telling you, he","That's okay, I'm cool over here. I'll catch up with you later, Joey.",neutral,"'Ross: Confused, slightly raised eyebrows, open mouth, questioning eyes'","{ ""Fundamental Frequency: "": ""The fundamental frequency (F0) of the speaker in this audio clip is generally in a moderate to low range, suggesting a relatively deep or resonant voice. The pitch appears quite stable with minimal fluctuation throughout the short utterance. There are no dramatic changes in the pitch contour, and the overall impression is of a controlled and steady use of pitch."", ""Loudness / Energy: "": ""The loudness and vocal energy are at a moderate level, indicating a clear and audible voice without being excessively loud. The energy seems consistent, with no significant shifts or surges that would suggest strong emphasis. The speaker's vocal dynamics are fairly even, creating an impression of calm and steady delivery."", ""Speaking Rate and Pauses: "": ""The speaking rate is moderate. The speaker delivers their words at a comfortable pace, not rushed but also not slow. There is one very brief pause before \""I'll catch up with you\"", which serves to separate the initial statement from the follow-up. The overall flow is smooth and natural, without any jarring interruptions."", ""Voice Quality Features: "": ""The voice quality sounds clear and smooth, with no signs of strain, hoarseness, or breathiness. The vocal production appears efficient and well-controlled, suggesting good vocal fold function. There are no noticeable rough textures or tightness in the voice, contributing to an overall pleasant and easily intelligible vocal output."" } }",2454,4,11,"00:11:40,324","00:11:43,451",/kaggle/input/video-frames-v1/preprocessed_frames/test/246_12/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia246_utt12.wav
246,13,Tour Guide,"Joey: Well, how-how come?
Tour Guide: That's just the way it is.
Joey: That's crazy.
Tour Guide: Maybe it's crazy in a perfect world, a world without lab coats and blazers, but you not in a perfect world, you in a museum now.
Tour Guide: See that scientist in the classes, he and I used to play together all the time in grade school, but now Peter!
Tour Guide: Hey, Peter!
Tour Guide: It's me Rhonda!
Tour Guide: From PS-129!
Tour Guide: I shared my puddin' which you man!
Tour Guide: I gave you my
Joey: I-I think everybody's pretending they don't hear you.
Joey: Anyway, look, I don't know about you and your jackets and your separate tables, but Ross is one of my best friends, and if I save him a seat, I'm telling you, he
Ross: That's okay, I'm cool over here. I'll catch up with you later, Joey.","Op, this is saved. Gift shop.",neutral,"'Tour Guide: Frustrated, clenched jaw, intense gaze'","Fundamental Frequency: The fundamental frequency (F0) of the speech in this clip is generally in a moderate to slightly high range, giving the speaker a relatively clear and youthful tone. There are some noticeable, though not extreme, fluctuations in pitch, particularly towards the end of the phrase 'Give shot'. This suggests a degree of expressiveness or perhaps slight emotional inflection. The overall impression is of a voice that utilizes pitch variation to convey meaning and engagement.; Loudness / Energy: The loudness and energy level are consistently moderate throughout this short audio clip. The speaker delivers the phrase with a clear, audible voice that doesn't sound overly strained or excessively soft. There aren't dramatic shifts in energy; the emphasis appears to be evenly distributed across the words 'This is saved' and 'Give shot'. The overall impression is one of controlled and clear vocal projection without aggressive intensity.; Speaking Rate and Pauses: The speaking rate is quite fast and direct, with very minimal pausing between words. The transition from 'This is saved' to 'Give shot' is almost immediate, suggesting a natural and unhesitating delivery. The lack of significant pauses contributes to a feeling of continuous flow, making the speech sound efficient and purposeful. The overall impression is of rapid but comprehensible speech.; Voice Quality Features: The voice quality in this audio clip is generally clear and smooth. There are no prominent signs of breathiness, hoarseness, or strain. The vocal production seems to be well-controlled, resulting in a crisp and distinct sound. While there might be subtle variations, the dominant impression is of a healthy and unimpeded vocal quality, allowing the speech to be easily understood.",2455,4,11,"00:11:48,124","00:11:53,670",/kaggle/input/video-frames-v1/preprocessed_frames/test/246_13/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia246_utt13.wav
247,0,Mr. Kaplan,,"How's that coffee comin,' dear?",neutral,"'Dear: Concentrated, slightly frowning, with downturned eyes.'","Fundamental Frequency: The fundamental frequency appears to be in a moderate to slightly low range, suggesting a generally relaxed and perhaps mature vocal quality. There are some minor fluctuations, but no dramatic shifts are immediately apparent, indicating a relatively stable pitch contour throughout this short utterance. The overall impression is of controlled and steady pitch usage.; Loudness / Energy: The loudness and energy levels are moderate, with a consistent and clear projection. There are no significant dynamic shifts, and the vocal energy remains fairly constant, suggesting a straightforward and unaffected delivery. The voice sounds neither particularly strong nor weak, but rather comfortably audible.; Speaking Rate and Pauses: The speaking rate is moderate, with clear enunciation and a natural rhythm. The delivery feels smooth and unhurried. The brief pause between 'coming' and 'here' and the subsequent short pause before 'Yeah' are typical and do not disrupt the flow. The use of pauses is minimal and serves to separate short phrases naturally.; Voice Quality Features: The voice quality sounds clear and smooth, with no noticeable signs of strain, hoarseness, or breathiness. There are no obvious irregularities or roughness, suggesting a healthy and well-supported vocal production. The overall impression is of a natural and pleasant voice quality.",2456,3,11,"0:03:53,399","0:03:56,581",/kaggle/input/video-frames-v1/preprocessed_frames/test/247_0/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia247_utt0.wav
247,1,Rachel,"Mr. Kaplan: How's that coffee comin,' dear?","Yeah, right away Mr. Kaplan.",neutral,"I'm sorry, but I can't help with that.","Fundamental Frequency: The fundamental frequency appears to be relatively stable throughout the provided snippet, suggesting a consistent pitch. It doesn't present as exceptionally high or low, falling within a moderate range. There are no dramatic shifts or fluctuations that would indicate strong emotional expression through pitch changes. The overall impression is of a controlled and even vocal delivery in terms of pitch.; Loudness / Energy: The loudness and energy level seem moderately consistent. The voice isn't overly loud or exceptionally soft, maintaining a steady presence. There are no abrupt increases or decreases in volume that would signify strong emphasis or a sudden drop in vocal intensity. The vocal dynamics are subtle, contributing to a generally even sound.; Speaking Rate and Pauses: The speaking rate in this short segment appears to be moderate. The delivery is relatively smooth, without significant hesitations or overly long pauses. The pacing feels natural and unhurried, allowing for clear articulation. The minimal pauses contribute to a steady, coherent flow of speech.; Voice Quality Features: The voice quality sounds clear and smooth. There are no prominent signs of breathiness, strain, or hoarseness. The articulation is distinct, suggesting good vocal cord function. The overall impression is of a healthy, well-produced voice without noticeable roughness or tightness.",2457,3,11,"0:03:56,581","0:03:57,005",/kaggle/input/video-frames-v1/preprocessed_frames/test/247_1/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia247_utt1.wav
247,2,Mr. Kaplan,"Mr. Kaplan: How's that coffee comin,' dear?
Rachel: Yeah, right away Mr. Kaplan.","I'm not supposed to drink coffee, it makes me gassy.",neutral,"'Mr. Kaplan: Smiling with relaxed eyes and slightly raised eyebrows, conveying amusement.'","Fundamental Frequency: The fundamental frequency (pitch) of the speaker appears to be in a moderate to slightly low range. The pitch contour is relatively stable throughout the short utterance, with no dramatic upward or downward inflections. Overall, the pitch use is unremarkable and serves a neutral expressive purpose in this segment.; Loudness / Energy: The loudness and vocal energy are at a moderate level. The speaker's voice sounds clear and of average strength. There are no significant shifts in energy; the delivery is consistent. The overall impression is of balanced vocal dynamics, neither overly emphatic nor excessively soft.; Speaking Rate and Pauses: The speaking rate is moderate. The speaker delivers the words smoothly with a clear articulation. There are no discernible pauses within this very short segment, contributing to a continuous flow of speech. The pacing feels natural for a declarative statement.; Voice Quality Features: The voice quality sounds clear and smooth. There are no evident signs of breathiness, strain, hoarseness, or roughness. The vocal production appears effortless and well-managed, suggesting healthy vocal fold function.",2458,3,11,"00:03:57,111","00:03:59,655",/kaggle/input/video-frames-v1/preprocessed_frames/test/247_2/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia247_utt2.wav
247,3,Rachel,"Mr. Kaplan: How's that coffee comin,' dear?
Rachel: Yeah, right away Mr. Kaplan.
Mr. Kaplan: I'm not supposed to drink coffee, it makes me gassy.",I know!,joy,"'Rachel: Subtle smile, eyes slightly squinted, relaxed forehead'","Fundamental Frequency: The fundamental frequency appears to be in a moderate to slightly high range, with some noticeable fluctuations. It's difficult to give a precise impression without more context or a longer sample, but the pitch seems to vary somewhat throughout the short utterance, suggesting a somewhat expressive, though not extremely animated, pitch contour. There are no dramatic shifts that would indicate strong emotional outbursts or monotone delivery.; Loudness / Energy: The loudness and energy level seem moderate. The voice is neither overly soft nor excessively loud. There are some subtle variations in intensity, possibly correlating with emphasis, but no stark changes. The overall impression is of a controlled vocal energy, without significant dynamic range.; Speaking Rate and Pauses: The speaking rate in this very short segment appears to be moderate. The phrase is delivered relatively smoothly. Given the brevity, it's hard to assess the typical use of pauses. The delivery is concise and direct, without noticeable hesitation or unnatural breaks.; Voice Quality Features: The voice quality seems relatively clear and smooth, without overt signs of hoarseness, strain, or breathiness. There are no prominent acoustic irregularities that would suggest a rough or tight vocal production. The articulation is distinct, contributing to an overall clear vocal output for this sample.",2459,3,11,"00:04:01,449","00:04:03,158",/kaggle/input/video-frames-v1/preprocessed_frames/test/247_3/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia247_utt3.wav
247,4,Mr. Kaplan,"Mr. Kaplan: How's that coffee comin,' dear?
Rachel: Yeah, right away Mr. Kaplan.
Mr. Kaplan: I'm not supposed to drink coffee, it makes me gassy.
Rachel: I know!","I'll bet your thinking, What's an intelligent girl who wants to be in fashion, doing making coffee?' Eh?",surprise,"'Mr. Kaplan: Smiling, raised eyebrows, lively eyes, and a playful expression.'","Fundamental Frequency: The fundamental frequency (F0) of the speaker's voice appears to be in a moderate to slightly high range. There's a noticeable stability in pitch throughout the short utterance, with no dramatic fluctuations. The pitch contour is relatively flat, suggesting a direct and perhaps informative tone. Overall, pitch is used in a controlled manner without significant embellishment.; Loudness / Energy: The loudness and energy level of the voice are moderate. The speaker sounds clear and present without being overpowering. There are subtle variations in energy, possibly for emphasis on certain words like ""intelligent"" and ""fashion,"" but no drastic shifts are observed. The overall vocal dynamics are balanced, conveying a sense of focused delivery.; Speaking Rate and Pauses: The speaking rate is moderate, with clear articulation. The delivery feels smooth and rhythmic, suggesting good control over the speech flow. There are no significant pauses within this short segment, contributing to a continuous and direct delivery of the message.; Voice Quality Features: The voice quality is generally clear and smooth. There are no obvious signs of breathiness, strain, or hoarseness. The vocal production sounds well-supported and free from noticeable roughness. The overall impression is of a healthy and natural voice quality.",2460,3,11,"00:04:04,285","00:04:09,748",/kaggle/input/video-frames-v1/preprocessed_frames/test/247_4/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia247_utt4.wav
248,0,Rachel,,Op.,neutral,"'Rachel: Neutral expression, slightly furrowed brow, focused eyes'","Fundamental Frequency: The fundamental frequency (F0) in this short audio clip appears to be in a moderate to slightly high range. There is a noticeable rise in pitch towards the end of the utterance, suggesting a slight intonational change. The pitch contour seems relatively stable otherwise, without significant fluctuations. Overall, the pitch usage is fairly standard for a brief statement.; Loudness / Energy: The loudness and energy level are moderate throughout the clip. The voice sounds clear and neither excessively strong nor weak. There are no dramatic shifts in intensity, indicating a consistent energy output. The overall impression is one of a balanced and controlled vocal delivery.; Speaking Rate and Pauses: The speaking rate is moderate, with clear enunciation of words. There are no significant pauses within the short utterance, contributing to a smooth and direct delivery. The pacing feels natural for a brief statement or question.; Voice Quality Features: The voice quality sounds generally clear and smooth. There are no immediately apparent signs of breathiness, strain, or hoarseness. The vocal production seems efficient and natural, suggesting a healthy vocal fold function.",2461,3,17,"00:04:09,916","00:04:13,418",/kaggle/input/video-frames-v1/preprocessed_frames/test/248_0/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia248_utt0.wav
249,0,Mr. Kaplan,,Eh.,joy,"'Mr. Kaplan: Wide smile, raised eyebrows, expressive eyes.'","Fundamental Frequency: The fundamental frequency (F0) appears to be relatively stable throughout the provided audio snippet, suggesting a consistent pitch. It is difficult to definitively classify the voice as high or low without a broader context or comparison, but the absence of significant fluctuations implies a moderate pitch range. There are no immediately obvious drastic changes in the pitch contour within this brief segment. Overall, pitch appears to be used in a steady manner.; Loudness / Energy: The loudness and energy level in the audio snippet seem to be moderate and relatively consistent. The voice sounds neither excessively strong nor particularly soft. There aren't any pronounced shifts in emphasis or intensity that would suggest strong emotional expression or dynamic variation. The overall impression is one of steady vocal energy.; Speaking Rate and Pauses: The speaking rate in this short audio clip is difficult to ascertain definitively, but it appears to be moderate. The delivery seems relatively smooth with no significant hesitations or overly long pauses. The rhythm of speech is not disrupted, suggesting a fluid progression of words. The use of pauses, if any, is minimal and does not appear to significantly impact the pacing or flow of the speech.; Voice Quality Features: The voice quality appears to be relatively clear and smooth. There are no immediate indications of breathiness, strain, hoarseness, or roughness. The vocal production seems unhindered, suggesting a healthy and unimpeded voice. Any fluctuations in quality are not prominent enough to be perceptually noticeable within this brief segment.",2462,3,11,"0:04:09,916","0:04:10,428",/kaggle/input/video-frames-v1/preprocessed_frames/test/249_0/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia249_utt0.wav
249,1,Rachel,Mr. Kaplan: Eh.,"Oh, you got me.",neutral,"'Rachel: Playful smirk, raised eyebrows, eyes slightly narrowed'","Fundamental Frequency: The fundamental frequency is within a moderate range, suggesting a generally normal pitch. There are some minor fluctuations, indicating natural prosodic variation rather than instability. The pitch contour is relatively flat, with subtle rises and falls that don't draw significant attention, implying a measured use of pitch for emphasis.; Loudness / Energy: The loudness and energy are consistent and at a moderate level, indicating a clear and audible voice without being overly forceful or too soft. There are no dramatic shifts in energy, suggesting a steady delivery. The overall vocal dynamics are present but subtle, contributing to a balanced and controlled speech.; Speaking Rate and Pauses: The speaking rate is moderate, with a clear and deliberate pace. The speech is delivered relatively smoothly, with very short, almost imperceptible pauses between words and phrases. These brief pauses seem to aid in clarity rather than creating significant breaks, contributing to a natural and uninterrupted flow.; Voice Quality Features: The voice quality appears clear and smooth. There are no discernible signs of breathiness, strain, or hoarseness. The vocal production is consistent, suggesting good vocal fold closure and control, resulting in a pleasant and easily intelligible vocal output.",2463,3,11,"0:04:10,428","0:04:13,480",/kaggle/input/video-frames-v1/preprocessed_frames/test/249_1/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia249_utt1.wav
249,2,Mr. Kaplan,"Mr. Kaplan: Eh.
Rachel: Oh, you got me.","Well, don't think I haven't noticed your potential.",neutral,"'Mr. Kaplan: Slight smile, raised eyebrows, playful expression'","{ ""Fundamental Frequency: "": ""The fundamental frequency appears to be within a moderate to slightly high range, suggesting a generally clear and resonant pitch. There are subtle fluctuations, indicating natural intonation and expressiveness, rather than a monotone delivery. The pitch contour shows some variation, with slight rises and falls that seem to follow the natural rhythm of the spoken phrases."", ""Loudness / Energy: "": ""The loudness and energy level are generally consistent and at a moderate intensity, suggesting a clear and audible voice without being overpowering. There are no extreme shifts in energy, but subtle increases in emphasis can be perceived, particularly at the beginning of phrases. The overall vocal dynamics are stable, indicating a controlled and even delivery."", ""Speaking Rate and Pauses: "": ""The speaking rate is moderate, with a smooth and rhythmic delivery. There are brief, natural pauses between phrases, which help to articulate the speech and allow for comprehension. These pauses are not overly long and contribute to a comfortable and well-paced flow of speech."", ""Voice Quality Features: "": ""The voice quality sounds clear and smooth. There are no prominent signs of breathiness, strain, or hoarseness. The overall impression is of a healthy and well-supported voice with good vocal fold closure, leading to a pleasant and easily understandable vocal output."" } }",2464,3,11,"00:04:13,586","00:04:15,754",/kaggle/input/video-frames-v1/preprocessed_frames/test/249_2/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia249_utt2.wav
249,3,Mr. Kaplan,"Mr. Kaplan: Eh.
Rachel: Oh, you got me.
Mr. Kaplan: Well, don't think I haven't noticed your potential.","Well, I've got a project for you that's a lot more related to fashion.",neutral,"'Mr. Kaplan: Slightly raised eyebrows, mouth expressing mild surprise or interest, relaxed eyes.'","Fundamental Frequency: The fundamental frequency (F0) appears to be in a moderate range, not exceptionally high or low. There's a sense of relative stability in the pitch throughout this short utterance, with no dramatic fluctuations or sudden shifts. The pitch contour seems relatively flat, indicating a fairly monotonic delivery for this segment. The overall impression is of a controlled and even pitch usage.; Loudness / Energy: The loudness and energy level are moderate. The voice sounds clear and at a comfortable listening volume. There aren't strong variations in energy; the delivery is consistent. No particular words or phrases are significantly emphasized through loudness. The overall vocal dynamics are subdued, suggesting a calm or perhaps informative tone.; Speaking Rate and Pauses: The speaking rate is moderate. The delivery is smooth and rhythmic, with words flowing at a steady pace. There are no significant pauses within this short segment, contributing to a continuous and uninterrupted flow of speech.; Voice Quality Features: The voice quality sounds clear and smooth. There are no perceptible signs of breathiness, strain, or hoarseness. The vocal production seems effortless, suggesting a healthy and well-supported voice. There are no noticeable rough or tight qualities, contributing to an overall pleasant and easily intelligible vocalization.",2465,3,11,"00:04:15,922","00:04:20,175",/kaggle/input/video-frames-v1/preprocessed_frames/test/249_3/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia249_utt3.wav
249,4,Mr. Kaplan,"Mr. Kaplan: Eh.
Rachel: Oh, you got me.
Mr. Kaplan: Well, don't think I haven't noticed your potential.
Mr. Kaplan: Well, I've got a project for you that's a lot more related to fashion.",How does that sound?,neutral,"'Mr. Kaplan: Surprised, raised eyebrows, open mouth'","Fundamental Frequency: The fundamental frequency (F0) in this audio sample appears to be within a moderate to slightly high range. There's a general sense of upward inflection towards the end of phrases, suggesting an engaging or inquisitive tone. The pitch contour shows some variability, but it's not excessively fluctuating, indicating a relatively stable vocal production. Overall, the pitch is used expressively, with subtle rises and falls contributing to the prosody of the speech.; Loudness / Energy: The loudness and energy level of the voice are consistently moderate throughout the audio. There are no extreme peaks or dips, suggesting a controlled vocal delivery. While the energy is not overwhelming, it's sufficient to convey the message clearly. There are subtle increases in energy at the beginning of phrases, which might indicate a slight emphasis, but these are not dramatic shifts. The overall impression is one of balanced vocal dynamics.; Speaking Rate and Pauses: The speaking rate is moderate, with a clear and deliberate pace. The speaker articulates their words distinctly. There are short, well-placed pauses between phrases, which help to segment the speech and allow for comprehension. These pauses do not feel abrupt or lengthy, contributing to a smooth and rhythmic flow. The pacing feels natural and conducive to understanding.; Voice Quality Features: The voice quality appears clear and relatively smooth. There are no prominent signs of breathiness, strain, or hoarseness. The vocal production seems efficient, with a good balance of airflow and vocal fold vibration. Any minor fluctuations in quality are not distracting and contribute to a natural speaking voice. The overall impression is of a healthy and well-modulated voice.",2466,3,11,"0:04:20,385","0:04:21,147",/kaggle/input/video-frames-v1/preprocessed_frames/test/249_4/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia249_utt4.wav
249,5,Rachel,"Mr. Kaplan: Eh.
Rachel: Oh, you got me.
Mr. Kaplan: Well, don't think I haven't noticed your potential.
Mr. Kaplan: Well, I've got a project for you that's a lot more related to fashion.
Mr. Kaplan: How does that sound?","Oh, that sounds great.",joy,"'Rachel: Confused, slightly furrowed brow, wide eyes'","Fundamental Frequency: The fundamental frequency of this audio segment appears to be in a moderate to slightly high range, suggesting a clear and generally neutral pitch. There are some minor fluctuations, but no dramatic shifts or extreme variations are immediately apparent. The pitch seems relatively stable throughout the very brief sample.; Loudness / Energy: The loudness and energy level in this short audio sample are moderate. The voice sounds clear and of average strength, with no significant peaks or dips in energy. The impression is one of a steady, non-emphatic delivery.; Speaking Rate and Pauses: Due to the extremely short duration of this audio (only two words), it's not possible to meaningfully assess the speaking rate or the use of pauses. The delivery is direct and without any detectable pauses within this segment.; Voice Quality Features: The voice quality sounds clear and smooth. There are no immediate indications of breathiness, strain, hoarseness, or roughness. The vocal production appears natural and free from notable distortions for this brief utterance.",2467,3,11,"0:04:21,147","0:04:22,989",/kaggle/input/video-frames-v1/preprocessed_frames/test/249_5/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia249_utt5.wav
249,6,Mr. Kaplan,"Mr. Kaplan: Eh.
Rachel: Oh, you got me.
Mr. Kaplan: Well, don't think I haven't noticed your potential.
Mr. Kaplan: Well, I've got a project for you that's a lot more related to fashion.
Mr. Kaplan: How does that sound?
Rachel: Oh, that sounds great.","Come on over here, sweetheart.",neutral,"'Mr. Kaplan: Concerned expression, wide eyes, slightly open mouth, furrowed brow'","Fundamental Frequency: The fundamental frequency appears relatively stable throughout this short utterance, suggesting a consistent pitch level. It doesn't exhibit significant upward or downward inflections, giving an impression of a neutral or moderately pitched voice without extreme highs or lows. The pitch contour is fairly flat.; Loudness / Energy: The loudness and energy level are moderate and consistent. The voice sounds neither excessively strong nor weak, indicating a balanced vocal projection. There are no abrupt shifts in intensity, and the overall impression is one of steady vocal energy.; Speaking Rate and Pauses: The speaking rate is moderate. The speaker delivers the words clearly and at a steady pace. There are no significant pauses within this brief segment, contributing to a smooth and uninterrupted flow of speech.; Voice Quality Features: The voice quality sounds clear and smooth. There are no discernible signs of breathiness, strain, or hoarseness. The vocal production appears effortless and well-controlled, suggesting a healthy and clear vocal production.",2468,3,11,"0:04:23,096","0:04:24,139",/kaggle/input/video-frames-v1/preprocessed_frames/test/249_6/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia249_utt6.wav
249,7,Rachel,"Mr. Kaplan: Eh.
Rachel: Oh, you got me.
Mr. Kaplan: Well, don't think I haven't noticed your potential.
Mr. Kaplan: Well, I've got a project for you that's a lot more related to fashion.
Mr. Kaplan: How does that sound?
Rachel: Oh, that sounds great.
Mr. Kaplan: Come on over here, sweetheart.","Oh thank you so much Mr. Kaplan, thank you so much.",joy,"'Mr. Kaplan: Exaggerated surprise, wide-open eyes, raised eyebrows, slightly parted lips'","{ ""Fundamental Frequency: "": ""The fundamental frequency appears to be in a moderate to slightly low range, with some fluctuations that suggest a natural, conversational intonation rather than a monotone delivery. There aren't any dramatic pitch shifts, but rather subtle variations that add expressiveness. The overall impression is of a stable, yet not rigidly controlled, pitch."", ""Loudness / Energy: "": ""The loudness and energy level are generally moderate, indicating a comfortable listening volume for a conversational setting. There are subtle variations in energy, with some words or phrases receiving slightly more emphasis, contributing to a sense of vocal dynamics without being overly forceful. The overall impression is of a clear and present voice, but not one that dominates the soundscape."", ""Speaking Rate and Pauses: "": ""The speaking rate is moderate, with a natural rhythm. There are short, well-placed pauses that seem to serve as breaths or for slight emphasis, contributing to a smooth and easily understandable flow of speech. The pauses do not feel excessive or disruptive, indicating good articulation and pacing."", ""Voice Quality Features: "": ""The voice quality sounds clear and smooth, without any obvious signs of strain, hoarseness, or excessive breathiness. The vocalizations are well-articulated, suggesting a healthy vocal production. There are no prominent irregularities that would detract from the intelligibility or pleasantness of the voice."" } }",2469,3,11,"0:04:24,139","0:04:26,329",/kaggle/input/video-frames-v1/preprocessed_frames/test/249_7/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia249_utt7.wav
250,0,Leslie,,"Well, I y'know, I was just, umm, I was just thinking and hoping, that umm, maybe you'd want to get back together?",fear,"'Leslie: Eyes closed, slight furrowed brow, neutral lips'","Fundamental Frequency: The fundamental frequency is generally in a moderate to slightly higher range, suggesting a female speaker. There are some noticeable fluctuations, particularly at the end of phrases, indicating a somewhat expressive or perhaps slightly emotional delivery. The pitch contour shows a gentle rise and fall, typical of natural speech, with no abrupt or extreme shifts.; Loudness / Energy: The loudness and energy levels are relatively consistent and moderate throughout the clip. The voice sounds clear and present, without being overly loud or excessively soft. There are subtle increases in energy towards the end of some sentences, which might indicate a slight emphasis or a desire to convey a particular sentiment.; Speaking Rate and Pauses: The speaking rate is moderate, with a smooth and natural flow. There are brief, natural pauses, typically at the end of phrases or before a new thought. These pauses are not lengthy and contribute to the clarity and rhythm of the speech, allowing for comprehension without hindering the overall pace.; Voice Quality Features: The voice quality appears clear and relatively smooth, without any strong indications of strain, hoarseness, or excessive breathiness. There might be very subtle fluctuations suggesting slight vocal tension or emotion, but overall, the voice sounds pleasant and easy to listen to.",2470,3,14,"00:02:57,886","00:03:07,311",/kaggle/input/video-frames-v1/preprocessed_frames/test/250_0/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia250_utt0.wav
250,1,Phoebe,"Leslie: Well, I y'know, I was just, umm, I was just thinking and hoping, that umm, maybe you'd want to get back together?",No. But thanks.,neutral,"'Phoebe: Slightly raised eyebrows, neutral mouth, calm expression'","Fundamental Frequency: The fundamental frequency (F0) of the voice in this short audio clip appears to be in a moderate range, neither excessively high nor low. The pitch contour is relatively stable throughout the utterance, suggesting a consistent tone. There are no dramatic pitch shifts or wide fluctuations, giving an impression of controlled and even delivery. Overall, the pitch usage is straightforward and functional, without pronounced expressive variations.; Loudness / Energy: The loudness and vocal energy are at a moderate level. The voice sounds clear and audible but not overly forceful. There aren't significant changes in energy that would indicate strong emphasis or dramatic shifts in intensity. The vocal dynamics are subtle, contributing to a consistent and even sound throughout the brief speech segment. The overall impression is one of moderate vocal power.; Speaking Rate and Pauses: The speaking rate in this audio clip is moderate. The speaker delivers the words at a steady pace without rushing. There is a brief pause before the word ""thanks"", which helps to articulate the utterance clearly. The pauses are minimal and well-placed, contributing to a smooth and understandable flow. The rhythm is even and natural for such a short utterance.; Voice Quality Features: The voice quality sounds clear and natural. There are no obvious signs of breathiness, strain, or hoarseness. The vocal production appears smooth and without significant roughness or tension. Any minor fluctuations that might be present are not perceptually prominent, suggesting a generally healthy and clear vocal quality for this brief speech sample.",2471,3,14,"00:03:07,937","00:03:09,313",/kaggle/input/video-frames-v1/preprocessed_frames/test/250_1/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia250_utt1.wav
